RESPONSE_ID,AGE,GENDER,RACE,EDUCATION,PROFESSION,APPS_USED,FREQUENCY_OF_USE,DURATION_OF_USE,MODALITY,USE_CASES,USE_CASES_MORE_DETAILS,DELETE_HISTORY_AWARE,EXPORT_CHAT_AWARE,OPT_OUT_AWARE,BEHAVIOURS_ENGAGED,SHARE_PII,SHARE_DEMOGRAPHICS,SHARE_SEXUAL_ORIENTATION,SHARE_BANKING,SHARE_CREDIT_SCORE,SHARE_PURCHASES,SHARE_RELIGION,SHARE_HOBBIES,SHARE_PERSONAL_LIFE,SHARE_HEALTH,SHARE_PHOTOS,SHARE_WORK,TRAINING_EXPECTATIONS,DELETE_CHATS_LOSE_ACCESS,DELETE_CHATS_ERASURE,DELETE_CHATS_UNLEARN,DELETE_ACCOUNT_LOSE_ACCESS,DELETE_ACCOUNT_DATA_ERASURE,DELETE_ACCOUNT_CHAT_ERASURE,DELETE_ACCOUNT_UNLEARN,TRAINING_AWARE,TRAINING_CONCERN,TRAINING_POSSIBLE,DEV_ACCESS_AWARE,DEV_ACCESS_CONCERNED,DEV_ACCESS_POSSIBLE,LEGAL_ACCESS_AWARE,LEGAL_ACCESS_CONCERN,LEGAL_ACCESS_POSSIBLE,HEALTH_AWARE,HEALTH_CONCERN,HEALTH_POSSIBLE,FINANCE_AWARE,FINANCE_CONCERN,FINANCE_POSSIBLE,EXTRACTION_AWARE,EXTRACTION_CONCERN,EXTRACTION_POSSIBLE,LEAK_AWARE,LEAK_CONCERN,LEAK_POSSIBLE,MEM_AWARE,MEM_CONCERN,MEM_POSSIBLE,EXTENSION_AWARE,EXTENSION_CONCERN,EXTENSION_POSSIBLE,DECEPTION_AWARE,DECEPTION_CONCERN,DECEPTION_POSSIBLE,Challenges,Solutions
R_8uA52R0QObJtzVv,25 - 34,Man,White,Bachelor's degree,Tax Compliance Specialist ,ChatGPT,Monthly,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails)",,Was aware,Was aware,Was aware,"Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Exported or made a backup of my chat history,Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me",Not at all willing,Quite willing,Very willing,Not at all willing,Moderately willing,Slightly willing,Very willing,Very willing,Quite willing,Quite willing,Slightly willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Not at all concerned,Yes,Yes,Not at all concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,No,No,Very concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,Yes,Moderately concerned,Yes,No,Quite concerned,No,"no, I am sensible as to what I enter into it. everything else can be captured by any other website",basic literacy in using them
R_8kHssUdNiCyCe80,55+,Woman,White,Bachelor's degree,Nurse ,ChatGPT,Weekly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports)",,Was aware,Was aware,Was aware,"Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Exported or made a backup of my chat history",Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Quite willing,My data will continue to be used to train models.,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Very concerned,Yes,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,A little concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,Only use work approved ai,Won’t use for personal business 
R_22c6QWPRHR0c7pn,25 - 34,Woman,White,Bachelor's degree,Projects Officer (Compliance),"ChatGPT,Microsoft Copilot/Bing",Weekly,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,"Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history",Slightly willing,Moderately willing,Quite willing,Not at all willing,Not at all willing,Quite willing,Quite willing,Quite willing,Quite willing,Moderately willing,Slightly willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,Yes,Not at all concerned,Yes,Yes,A little concerned,Yes,No,Moderately concerned,Yes,n/a,n/a
R_2FKxrfYyGJ3qyck,,,,,,Microsoft Copilot/Bing,Weekly,3 - 6 months,Desktop/Web app,"Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was aware,Removed personal information from prompts either before or after I submit them,Slightly willing,Not at all willing,Not at all willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Within a few days,Immediately,Within a few days,Immediately,Within a few days,Immediately,Within a few days,No,Very concerned,No,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,No,No,Very concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,No,Yes,A little concerned,No,,
R_8G7CpYjR71OYu6c,55+,Woman,White,High school,,ChatGPT,Monthly,3 - 6 months,Mobile app,"Information or advice about general topics (world events, recipes, trivia, etc.)",,Was not aware,Was not aware,Was aware,Removed personal information from prompts either before or after I submit them,Slightly willing,Moderately willing,Moderately willing,Not at all willing,Slightly willing,Slightly willing,Moderately willing,Quite willing,Slightly willing,Moderately willing,Slightly willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,A little concerned,Yes,No,A little concerned,No,No,Not at all concerned,Yes,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,A little concerned,No,Yes,A little concerned,Yes,No,A little concerned,Yes,No,A little concerned,No,No,No
R_8G9EQ7eaJJwaQPN,55+,Man,White,High school,unemployed,"ChatGPT,Microsoft Copilot/Bing",Monthly,6 - 12 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was aware,"Read the privacy policy/terms of use of the chatbot,Used a VPN or private browser while using an AI chatbot to make it harder to track me",Not at all willing,Quite willing,Very willing,Not at all willing,Quite willing,Slightly willing,Very willing,Very willing,Slightly willing,Quite willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,Yes,Very concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Very concerned,Yes,Yes,Very concerned,Yes,Not knowing if your data is truly safe ,Having total control over your data
R_8NuKK9sp8pyRTUZ,25 - 34,Man,White,A-Level or equivalent,student,"ChatGPT, ,Mixtral",Monthly,3 - 6 months,"Desktop/Web app,Application Programming Interface (API)","Personal admin (e.g., job applications, personal emails)",,Was aware,Was aware,Was aware,"Read the privacy policy/terms of use of the chatbot,Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Exported or made a backup of my chat history,Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me",Not at all willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,Slightly willing,Not at all willing,Not at all willing,Quite willing,Not at all willing,Not at all willing,Quite willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Within a few days,Within a few days,Within a few weeks,Immediately,Within a few days,This will never happen,This will never happen,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,Yes,the amount of data required to get these models to work effectively,"not using them even doesn't protect you, you're still hoovered up as a data point"
R_8SCrwMCP2wzqoYV,25 - 34,Woman,White,Master's degree,Business Analyst,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing,Github Copilot",Daily,3 - 6 months,"Desktop/Web app,Application Programming Interface (API)","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Used a VPN or private browser while using an AI chatbot to make it harder to track me",Slightly willing,Quite willing,Moderately willing,Not at all willing,Not at all willing,Quite willing,Moderately willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Quite willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,Moderately concerned,Yes,Yes,Moderately concerned,Yes,Yes,A little concerned,Yes,Yes,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Moderately concerned,Yes,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,A little concerned,Yes,Yes,Not at all concerned,Yes,"Yes, but just like anything on the internet, it's best to not give too many private details to anonymous sources.","Yes, make sure to not give personal details to AI."
R_2S2gp7qyJcTD91D,35 - 44,Woman,White,A-Level or equivalent,office,ChatGPT,Weekly,3 - 6 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.)",,Was aware,Was aware,Was aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Opted out of my chat history being used to train models",Not at all willing,Quite willing,Quite willing,Not at all willing,Slightly willing,Moderately willing,Quite willing,Quite willing,Quite willing,Quite willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,A little concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,Yes,Moderately concerned,Yes,Yes,A little concerned,Yes,No,Moderately concerned,Yes,no,not that comes to mind
R_2YkSPJNynpTaAIe,45 - 54,Man,White,A-Level or equivalent,Function director,"ChatGPT,Google Gemini/Bard,Microsoft Copilot/Bing,Claude",Monthly,6 - 12 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Exported or made a backup of my chat history,Opted out of my chat history being used to train models,Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me,Used a VPN or private browser while using an AI chatbot to make it harder to track me",Not at all willing,Very willing,Very willing,Not at all willing,Not at all willing,Very willing,Very willing,Very willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Within a few months,Within a few years,This will never happen,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,,
R_2lGK0YWnYDcEoq8,25 - 34,Man,White,High school,Supervisor,"ChatGPT,Microsoft Copilot/Bing,Github Copilot",Monthly,More than a year,"Desktop/Web app,Mobile app,Plugin/Browser extension","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was aware,"Read the privacy policy/terms of use of the chatbot,Read about how AI chatbots handle user data from another source,Removed personal information from prompts either before or after I submit them,Deleted/cleared my chat history,Exported or made a backup of my chat history,Opted out of my chat history being used to train models,Created an anonymous email and/or pseudonym to use an AI chatbot so that my chats are not linked to me",Moderately willing,Quite willing,Moderately willing,Slightly willing,Not at all willing,Moderately willing,Slightly willing,Moderately willing,Moderately willing,Slightly willing,Moderately willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,No,A little concerned,Yes,No,A little concerned,Yes,Yes,A little concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Quite concerned,Yes,no,no
